藍方勝,守衛放置數,守衛破壞數,首殺,擊殺數,死亡數,助攻數,菁英野怪數,小龍擊殺數,預示者擊殺數,推塔數,總經濟,平均等級,總經驗,總小兵擊殺,總野怪擊殺
1,26,2,-1,-1,1,-4,1,1,0,0,-233,0.6,1969,4,16
1,1,-1,1,3,-3,5,-1,-1,0,0,920,0.2,1488,9,3
1,24,2,1,0,0,-4,1,1,0,0,-1078,0,692,-39,9
0,2,-1,-1,0,0,4,1,1,0,0,-17,-0.4,-1171,-31,-9
0,-2,-1,-1,-8,8,-3,1,1,0,0,-4377,-0.8,-4323,-5,-30
1,-1,1,1,4,-4,5,0,0,0,0,2563,0.6,2910,14,24
1,35,3,1,1,-1,1,0,0,0,0,1254,0.2,400,26,-8
0,-9,4,-1,0,0,4,1,1,0,0,-521,-0.2,97,-16,7
0,-41,1,1,4,-4,0,0,-1,1,1,3387,0.4,1454,4,15
1,-5,-2,-1,-1,1,1,1,1,0,0,-496,0.4,604,-12,-4
0,94,0,-1,-6,6,-2,-1,0,-1,0,-3516,-0.8,-2677,-35,11
1,1,0,1,-1,1,-5,1,1,0,0,1579,0.4,1615,22,20
0,-1,-1,1,-1,1,-3,1,1,0,0,-747,-0.2,-782,-29,20
1,7,0,-1,6,-6,7,0,0,0,0,2445,0.4,1767,-38,16
1,-2,0,-1,1,-1,2,1,1,0,0,-178,0.2,738,-40,3
0,-5,2,1,-3,3,-5,0,0,0,0,-1844,-0.6,-2222,-24,0
1,1,-2,-1,-1,1,2,2,1,1,0,-980,-0.6,-1488,-13,-6
0,2,0,1,3,-3,4,0,-1,1,0,2795,0.4,2702,9,7
0,0,1,-1,-6,6,-5,0,0,0,0,-2095,-0.8,-2096,-6,-8
0,-5,1,1,0,0,4,0,0,0,0,801,0,262,17,0
1,-1,-1,1,-2,2,-2,1,1,0,0,-506,-0.4,-700,6,26
1,0,0,-1,1,-1,2,-1,-1,0,0,705,0.8,2576,30,8
1,4,3,-1,1,-1,1,0,0,0,0,707,0.2,1131,1,12
1,40,2,1,4,-4,5,-2,-1,-1,0,2098,0.6,2184,-3,7
1,-1,3,1,5,-5,8,0,0,0,0,1680,0.4,1254,-9,16
0,0,3,1,-4,4,-5,-1,-1,0,1,-300,-0.6,-1937,-6,-16
0,-16,-3,-1,-9,9,-11,-2,-1,-1,0,-6540,-1,-4772,-57,-8
1,-25,1,1,3,-3,4,1,1,0,0,1388,0,973,13,8
0,0,-1,-1,-5,5,-4,-2,-1,-1,0,-1158,-0.4,-1281,-12,20
0,-4,0,-1,-2,2,3,1,0,1,1,1619,-0.4,-575,-4,13
0,5,-1,1,-2,2,-2,1,1,0,0,-299,0.6,454,3,36
0,-3,0,-1,4,-4,2,-1,-1,0,0,1176,0,763,0,-1
0,1,-4,-1,-2,2,-2,-1,-1,0,0,-943,0,140,-16,8
0,26,-1,-1,-1,1,1,0,1,-1,0,-1449,-0.4,-777,-34,3
0,-6,-1,-1,-4,4,-4,0,0,0,0,-1531,-0.4,-2275,-11,7
0,2,-1,-1,-1,1,-7,0,1,-1,0,-672,-0.2,-335,39,-16
0,1,0,1,0,0,6,-1,-1,0,0,-384,-0.4,-2030,-3,-16
0,-2,4,1,6,-6,3,0,-1,1,0,2485,0.6,2934,12,3
1,27,-2,1,4,-4,5,0,1,-1,0,4197,0.6,3107,65,11
0,0,-4,-1,-2,2,-1,-1,-1,0,0,-1744,-0.4,-1555,-27,16
0,51,1,1,0,0,4,-1,-1,0,0,654,0.2,478,-3,-1
1,-4,0,-1,9,-9,7,1,1,0,0,4389,1,5412,11,26
1,2,1,1,8,-8,8,1,1,0,0,3692,1,4028,-9,14
1,1,0,-1,2,-2,0,0,1,-1,0,172,0,-278,-11,-12
0,3,-1,-1,-1,1,-4,-1,-1,0,0,-488,0,-98,32,-8
0,1,2,-1,-3,3,-7,-2,-1,-1,0,-1791,-0.2,507,-22,2
0,-1,0,-1,-4,4,-3,-2,-1,-1,0,-3225,-0.8,-1705,-53,-19
1,-2,-3,1,4,-4,3,1,1,0,0,2367,0.2,-249,-23,20
0,-3,-2,1,4,-4,13,-1,-1,0,0,1797,0,-723,-1,-15
0,2,0,1,-4,4,-6,0,0,0,0,-1356,-0.2,-1064,36,-9
1,2,-1,-1,0,0,-2,-1,-1,0,0,-207,0,-251,0,-5
0,6,0,-1,-6,6,-10,0,1,-1,0,-2691,-0.8,-1778,-23,-7
1,-5,1,-1,5,-5,2,2,1,1,1,3734,0.6,2743,28,4
0,3,-1,-1,1,-1,3,0,0,0,0,567,0,-789,-33,5
0,29,1,-1,-1,1,-1,1,1,0,0,-892,0,-818,-27,-2
0,0,1,-1,-7,7,-11,-1,-1,0,0,-3231,-1,-3010,-26,-9
1,-4,-1,-1,0,0,-6,-1,-1,0,0,1591,0.8,1901,46,9
0,3,0,-1,4,-4,8,0,0,0,0,1998,0.4,572,-6,-9
0,2,-5,-1,-8,8,-11,-2,-1,-1,-2,-7839,-1,-3333,-83,4
1,-23,2,1,5,-5,11,1,1,0,0,3222,-0.2,1012,3,4
1,21,-17,-1,6,-6,12,0,1,-1,0,1715,0.2,1548,-16,0
0,5,-1,-1,-8,8,-15,-1,-1,0,0,-5088,-0.8,-2609,-61,-4
1,0,0,-1,-1,1,-8,0,-1,1,2,1082,0.2,14,-7,-8
1,3,2,1,6,-6,9,-1,-1,0,0,1887,0.2,519,-15,-36
1,-22,4,1,6,-6,6,0,0,0,0,2795,0.2,999,40,-4
0,29,0,-1,0,0,1,-1,-1,0,0,549,-0.2,224,48,3
1,-8,-1,-1,-2,2,2,0,0,0,0,96,0.4,466,16,0
0,-15,1,-1,-2,2,-1,-1,-1,0,0,-1015,-0.2,-1751,6,-21
1,-128,0,1,5,-5,8,1,1,0,0,2474,0.6,1015,2,-16
1,-20,1,-1,2,-2,-1,0,1,-1,-1,-111,0.2,1062,22,16
0,1,4,1,2,-2,9,1,1,0,0,1375,0,109,26,-1
0,-5,-1,-1,-2,2,-3,-1,-1,0,0,-2507,-0.4,-1567,-70,12
0,-31,-2,1,0,0,3,1,1,0,0,201,-0.4,-979,3,7
0,9,2,-1,4,-4,4,1,0,1,0,3152,0.6,2104,20,12
0,-13,1,1,0,0,4,-1,-1,0,0,120,0,-497,11,-12
1,6,1,1,2,-2,2,-2,-1,-1,0,1377,0,-221,-19,13
1,10,-1,1,4,-4,3,1,0,1,0,3071,0.6,2643,10,28
1,5,-1,1,8,-8,7,1,1,0,1,6148,0.8,3541,55,10
1,-28,1,1,2,-2,2,0,1,-1,-1,295,0,791,3,2
1,-1,0,1,0,0,-2,0,0,0,0,451,0,1157,8,11
1,29,0,-1,2,-2,6,-1,-1,0,0,732,0,280,-3,-26
0,3,2,-1,1,-1,9,-1,-1,0,0,920,0,-386,19,-8
0,-42,1,-1,-3,3,-3,-1,-1,0,0,-2039,-0.2,-2297,-24,12
0,-2,-1,-1,-7,7,-10,-2,-1,-1,-1,-5036,-0.8,-2248,-43,-20
0,-3,5,-1,-1,1,-8,1,1,0,0,-540,0.4,1330,21,8
0,14,-5,-1,-1,1,-1,0,-1,1,0,-1319,-0.2,-840,-20,-4
1,-27,1,1,2,-2,5,0,0,0,0,2555,0.2,2123,85,-1
0,4,1,1,-3,3,-7,1,1,0,0,-2663,-0.8,-2578,-45,-5
1,-21,5,1,-2,2,-1,0,-1,1,0,17,0.2,44,47,-25
0,2,-1,1,0,0,-4,0,0,0,0,-859,-0.6,-1186,-38,-21
0,0,-3,1,-1,1,-1,-1,-1,0,0,61,0.2,1120,14,0
1,-7,2,1,0,0,-8,0,-1,1,-1,-1761,-0.2,-385,-4,2
1,42,-1,-1,2,-2,6,1,1,0,0,1076,0.6,1282,-24,5
1,2,4,1,3,-3,5,-1,-1,0,0,2198,0.4,1355,21,-20
0,3,2,1,3,-3,3,0,0,0,0,626,0,98,-18,0
1,1,2,-1,1,-1,0,1,1,0,0,911,0.2,449,-7,7
1,-2,2,1,5,-5,4,0,0,0,0,4666,1,4288,65,28
1,22,-1,-1,0,0,6,2,1,1,1,1167,0,-431,3,-5
0,-20,-2,-1,-3,3,-1,-1,-1,0,0,-2454,-0.2,-1437,-42,-15
0,3,-2,-1,-5,5,-5,0,-1,1,0,-3580,-0.4,-2967,-33,-19
0,-38,-1,1,6,-6,10,0,0,0,0,4185,0.8,3377,57,4
1,-36,-1,-1,4,-4,9,-1,-1,0,0,1899,0.2,308,16,-13
1,-4,0,-1,-3,3,-5,-1,-1,0,0,-435,-0.2,-427,29,-17
0,-6,-1,-1,-3,3,0,0,1,-1,-1,-3025,-0.6,-1823,-6,-3
0,23,2,-1,-3,3,-2,-2,-1,-1,-1,-3035,0.2,188,-9,0
0,3,-5,1,0,0,-1,-1,-1,0,0,118,0,-532,-2,-18
0,0,0,-1,2,-2,6,-1,-1,0,0,1004,0.4,1446,9,15
1,-55,-4,-1,1,-1,-2,1,1,0,0,725,0,626,21,5
1,-18,1,1,6,-6,4,1,1,0,0,3316,0.8,2032,45,-16
0,-4,0,1,-1,1,-8,-1,-1,0,0,-1400,-0.4,-644,-5,7
1,-4,1,-1,4,-4,3,1,1,0,0,1824,0.2,1204,11,0
0,-8,1,1,1,-1,1,0,-1,1,0,817,-0.2,350,3,10
1,-24,0,1,5,-5,3,0,0,0,0,3170,0.4,1984,61,-15
0,0,1,-1,0,0,-2,-2,-1,-1,0,-6,0.2,1004,38,4
1,46,13,1,4,-4,5,0,0,0,0,2896,0.2,1330,8,7
1,2,1,1,7,-7,6,1,1,0,0,4991,1,3364,43,20
0,0,0,-1,-5,5,-2,0,-1,1,0,-2639,0,-953,2,-6
1,37,1,-1,3,-3,10,2,1,1,0,2087,0,650,8,15
1,21,0,-1,-4,4,-9,0,-1,1,-1,-1933,-0.2,15,36,11
0,3,-1,1,4,-4,-1,1,1,0,0,2975,1,3977,39,18
0,-106,2,1,1,-1,0,-2,-1,-1,0,2783,0.4,1603,61,12
0,15,3,1,0,0,1,0,1,-1,-1,-1555,-0.2,-1025,-2,-1
1,-7,-1,-1,-2,2,-1,0,1,-1,0,-2565,0,-1593,-28,-8
0,6,0,-1,-4,4,-5,1,1,0,0,-673,0,-48,27,24
1,1,0,1,9,-9,11,1,0,1,0,4012,0.8,3080,14,0
1,23,0,1,-2,2,-2,1,1,0,0,-981,0,-994,-14,-9
0,17,4,-1,-7,7,-8,0,0,0,0,-4557,-0.4,-3571,-52,-15
0,-2,1,-1,0,0,5,0,0,0,0,811,-0.2,241,7,3
1,-3,3,1,11,-11,12,0,0,0,1,6375,1,3949,86,-26
1,1,2,-1,0,0,-1,1,1,0,0,557,0.4,1853,29,-9
1,-5,3,-1,7,-7,12,0,-1,1,0,3183,0.4,1321,5,-16
1,1,1,-1,-3,3,-2,0,0,0,0,-1148,0,-818,8,3
0,-1,-1,-1,-1,1,-4,1,0,1,0,-447,0.2,676,11,19
0,-57,2,-1,-3,3,-3,-1,-1,0,0,53,-0.2,-48,44,1
0,20,-3,-1,-2,2,4,1,1,0,0,-840,0,949,-43,17
1,-1,-1,1,2,-2,5,0,-1,1,0,1187,0.2,285,1,5
1,-3,-2,-1,-4,4,0,1,1,0,0,-1753,0,-1095,-27,4
1,3,1,-1,0,0,0,0,0,0,0,-172,0.2,1613,1,12
1,1,2,1,-1,1,-7,1,1,0,0,777,0.4,1580,31,19
1,2,2,1,8,-8,10,1,1,0,0,1906,0.2,1369,-13,-13
1,-4,6,-1,3,-3,5,0,0,0,0,2310,0.2,1946,40,12
0,4,0,-1,-2,2,-10,-2,-1,-1,0,-1213,-0.2,-276,19,-12
1,-3,0,-1,4,-4,2,0,-1,1,0,2488,0.6,2722,61,-15
1,-23,1,-1,3,-3,0,1,0,1,0,1399,0.8,2616,33,7
1,1,-1,-1,0,0,4,-1,-1,0,0,1376,0,1018,-1,17
1,21,4,1,3,-3,4,0,1,-1,0,265,0.4,241,1,13
0,5,0,-1,-3,3,-2,0,-1,1,0,-1782,-0.2,-1311,-30,-6
1,1,-2,1,0,0,-2,1,1,0,0,-535,-0.2,-691,-19,2
0,2,2,1,1,-1,1,-1,-1,0,0,-727,0,-675,-26,0
1,3,1,1,6,-6,5,1,1,0,0,3805,0.8,3162,39,27
1,0,1,1,10,-10,10,1,1,0,1,5797,0.8,4456,-9,12
1,-112,0,1,5,-5,4,0,0,0,0,3539,0.8,2952,36,15
1,2,-2,-1,-3,3,-2,1,0,1,-1,-3183,-0.4,-1884,-59,-21
0,91,0,-1,-5,5,-7,-1,-1,0,0,-4033,-0.4,-1850,-22,-8
0,3,-2,1,-1,1,1,-2,-1,-1,0,-1176,-0.4,-671,-30,1
1,8,-1,1,-3,3,-7,2,1,1,0,-1402,-0.4,-2295,-32,-7
0,45,-1,1,0,0,-1,-1,-1,0,0,761,0.2,830,0,3
0,5,-3,1,-1,1,4,-1,-1,0,0,1038,0,454,54,-22
0,-1,-5,-1,-13,13,-17,-1,-1,0,0,-6402,-0.8,-4189,-26,-17
0,-20,19,-1,-8,8,-7,-1,-1,0,0,-5427,-1.4,-4559,-75,-18
0,-2,14,1,-1,1,-1,0,0,0,0,-194,0,431,-1,-9
1,7,-4,-1,-1,1,-3,-1,-1,0,0,-2263,0,-1397,-28,-23
0,10,0,-1,3,-3,-1,1,0,1,0,1693,0.4,1979,28,9
0,-4,1,-1,-5,5,-11,0,-1,1,0,-2231,-0.4,-857,5,1
1,-28,0,1,7,-7,5,1,1,0,0,3362,1,3874,50,2
1,8,1,-1,6,-6,2,0,-1,1,1,2840,0.2,1792,-1,-8
0,-26,0,-1,-2,2,-1,-1,-1,0,0,-2606,-0.8,-3164,-37,-29
1,-154,3,-1,2,-2,3,0,0,0,0,1884,0.2,1452,26,17
1,-24,-1,1,3,-3,0,1,1,0,0,2849,0.6,1925,55,19
1,-30,-5,-1,-4,4,0,0,0,0,0,-3756,-0.8,-3280,-53,-32
1,-2,2,-1,9,-9,5,0,1,-1,0,2577,0.6,2588,3,-1
1,-12,3,-1,-3,3,-4,1,1,0,0,-1777,-0.2,52,-15,3
0,22,-1,-1,-5,5,-8,0,-1,1,0,-1526,-0.4,-1082,0,19
1,6,0,1,3,-3,0,1,1,0,0,338,0.2,-232,-2,4
1,5,1,-1,-3,3,-3,0,0,0,0,-758,0.2,920,32,0
1,3,3,1,8,-8,11,0,1,-1,1,5062,0.6,1996,38,0
0,-1,4,1,6,-6,4,2,1,1,0,3367,0.6,1963,6,24
0,-2,1,-1,-5,5,-2,1,1,0,-1,-4591,-0.2,-1620,-38,10
0,66,-2,1,1,-1,2,0,-1,1,0,121,0.2,264,-4,-20
0,-1,0,-1,-4,4,-2,-1,0,-1,0,-1635,-0.2,-1467,22,-22
1,-2,0,1,6,-6,8,1,1,0,0,4756,0.8,3562,64,25
1,5,0,1,7,-7,9,2,1,1,0,3848,0.6,2704,35,7
1,1,-1,1,1,-1,-1,-1,-1,0,0,463,-0.4,275,9,0
0,-1,3,-1,5,-5,2,0,-1,1,0,3305,0.4,2586,20,4
1,-4,3,1,5,-5,7,1,1,0,0,2473,0.2,565,19,21
0,3,-2,-1,-1,1,-3,1,1,0,0,153,0.2,713,-3,15
1,39,1,1,5,-5,10,1,1,0,0,3125,0.4,1784,10,2
1,17,-1,1,1,-1,4,-2,-1,-1,0,2352,0,133,37,-5
0,-27,2,-1,-5,5,-3,2,1,1,0,-454,0,23,42,28
0,-25,-4,-1,-2,2,-5,0,-1,1,0,-1840,-0.6,-2402,-36,-5
0,-4,-1,1,1,-1,4,2,1,1,0,900,0,-802,-8,15
0,-4,2,1,0,0,1,-2,-1,-1,0,96,0,-21,-12,3
0,-2,0,-1,-5,5,-7,-1,0,-1,0,-2004,-0.2,-1407,-1,7
0,-6,-1,-1,-2,2,-8,-1,-1,0,0,-2761,-0.8,-2185,-68,1
1,3,-1,1,-1,1,-4,1,1,0,0,-633,-0.2,-1323,28,-1
0,-6,4,-1,-3,3,-2,-2,-1,-1,0,-1558,0,-1782,-13,15
0,-2,1,1,5,-5,5,1,1,0,0,393,0,-1055,-49,-12
0,0,1,-1,-1,1,-1,1,1,0,0,-873,0.2,308,-11,3
1,2,0,1,1,-1,4,2,1,1,0,1063,-0.2,553,1,17
0,2,-1,-1,-8,8,-10,-1,-1,0,0,-3752,-1.2,-3349,-34,12
0,-30,1,1,2,-2,-5,1,1,0,0,1550,0.6,2512,39,9
0,-7,3,1,1,-1,2,-1,-1,0,0,611,0,381,8,2
1,27,-1,-1,-3,3,-5,-1,-1,0,0,-616,0.2,728,6,16
1,2,-2,-1,0,0,-6,2,1,1,0,151,0.4,1281,1,32
1,1,1,1,5,-5,6,-1,-1,0,0,1518,0,-5,6,-16
1,64,2,1,4,-4,4,2,1,1,0,1241,0.4,2416,-30,0
1,2,-3,1,1,-1,1,0,0,0,0,780,-0.2,74,-24,-4
1,0,-2,1,-1,1,0,-1,-1,0,0,-2725,-0.8,-3568,-90,-7
0,-5,-1,1,0,0,3,0,-1,1,0,37,-0.6,-905,7,-14
1,0,-1,-1,2,-2,-2,1,1,0,0,815,-0.2,590,42,2
1,-2,3,-1,1,-1,2,-2,-1,-1,0,951,0.2,2193,28,16
0,-4,-1,-1,-9,9,-11,-1,0,-1,0,-4885,-1,-3111,-58,-1
0,2,-2,-1,-6,6,-5,-1,-1,0,0,-4527,-0.6,-3126,-31,-12
1,-27,0,1,2,-2,0,1,1,0,0,1239,-0.2,-1051,22,-25
1,-1,2,1,-1,1,-2,0,1,-1,0,-988,-0.6,-1427,-7,-13
1,3,-1,1,5,-5,3,0,-1,1,0,2216,0.4,1580,13,-24
0,0,0,1,-1,1,-2,2,1,1,0,-101,-0.6,-1320,-2,-6
1,-150,2,1,0,0,-2,0,-1,1,0,225,0.2,824,16,-2
0,1,2,-1,-7,7,-7,-1,-1,0,0,-4737,-1,-3600,-54,1
1,1,0,1,7,-7,3,1,1,0,0,3742,1,3229,28,4
0,3,2,1,-3,3,-2,1,1,0,0,-1866,-0.6,-1885,-33,7
1,-24,1,1,4,-4,3,1,1,0,0,1997,0,1560,7,12
0,-24,-3,1,-5,5,-12,0,0,0,0,-2794,-0.6,-2624,-6,-16
1,-3,3,1,3,-3,9,1,1,0,0,1236,0.2,1018,23,1
0,1,-3,1,-2,2,-1,0,1,-1,0,-13,-0.2,-1792,28,8
1,-12,2,1,1,-1,-1,0,0,0,0,1128,0,498,20,6
0,58,1,1,-2,2,-2,-1,-1,0,0,-529,0.2,-54,12,-6
0,-6,-1,-1,-1,1,1,-1,-1,0,0,-486,-0.2,-137,-6,-1
1,-38,-4,1,-2,2,-2,-1,0,-1,0,-1445,0,-736,8,-21
0,-23,0,-1,-4,4,-1,-1,-1,0,0,-2727,-1,-4122,-33,-17
0,7,-3,1,3,-3,9,1,1,0,0,1036,-0.2,-663,-50,-12
0,4,-1,-1,0,0,-1,0,0,0,0,-799,0,-588,-44,4
0,-5,-3,-1,-4,4,-9,-2,-1,-1,-1,-4413,-0.4,-1993,-90,-15
0,92,-3,1,0,0,-5,0,-1,1,0,-153,-0.2,79,13,1
0,-46,1,-1,-6,6,-8,0,0,0,0,-2286,-0.2,-976,2,-4
0,0,1,-1,-1,1,-1,-1,-1,0,0,-1002,0,-378,-30,0
1,9,0,1,12,-12,16,2,1,1,0,7125,0.4,3657,67,14
1,3,3,-1,2,-2,7,1,1,0,0,840,-0.2,196,27,-14
1,0,-2,-1,-2,2,-4,0,-1,1,1,468,0,558,37,9
1,3,-1,-1,3,-3,-2,1,1,0,0,248,0.4,582,-33,-6
0,0,0,-1,-4,4,-2,-2,-1,-1,-1,-3832,-0.6,-3324,-62,6
1,-1,0,1,11,-11,14,1,1,0,1,8284,1,4654,49,20
1,-49,12,1,4,-4,1,-1,-1,0,0,1295,0.2,1167,-15,-3
1,-3,-1,-1,-4,4,-7,0,1,-1,0,-3331,-0.8,-3464,-30,-19
1,9,0,-1,2,-2,4,2,1,1,0,1049,0.2,811,-42,21
0,0,2,1,-1,1,0,1,1,0,-1,-1305,-0.6,-2023,4,-14
0,-19,2,-1,-5,5,-4,-2,-1,-1,0,-3739,-1,-3541,-53,-4
1,2,0,1,0,0,-2,2,1,1,0,-252,0.4,77,-9,8
0,1,0,-1,0,0,-2,-1,-1,0,0,-809,0.2,411,-25,7
0,1,0,1,-3,3,-4,-1,-1,0,0,-2062,-0.2,-1466,-18,-2
0,-91,1,-1,0,0,4,1,1,0,0,-84,0,570,0,3
1,-3,-1,1,2,-2,0,-1,-1,0,0,628,0.2,-243,19,-21
1,-2,1,-1,4,-4,11,-1,-1,0,0,1344,0.4,2079,-13,0
0,4,3,-1,-5,5,-11,0,1,-1,0,-3848,-0.4,-2091,-13,-12
0,-9,0,1,2,-2,3,1,1,0,0,1515,0.2,590,8,-5
0,6,1,-1,0,0,-4,0,0,0,0,462,0.4,1726,-2,7
1,-28,14,1,3,-3,7,1,1,0,0,1058,0.4,1196,-16,13
0,-4,-2,1,-2,2,-6,-1,-1,0,0,-554,-0.2,-483,-9,9
1,-5,-1,1,-2,2,-5,0,0,0,0,-460,-0.2,-842,-17,19
0,0,0,1,-2,2,-4,-1,-1,0,0,-1130,-0.4,-347,-24,15
0,-36,0,-1,-7,7,-14,1,0,1,0,-3919,-1,-3135,-8,-15
1,24,-3,-1,0,0,0,-1,-1,0,0,-677,0,-67,-24,4
0,-32,-6,1,-4,4,-1,0,0,0,0,-819,-0.2,-1926,-35,2
1,-6,0,-1,1,-1,2,1,1,0,0,733,0.6,810,-17,24
1,5,5,-1,-3,3,1,-1,-1,0,0,-847,-0.2,-267,6,-13
0,-29,2,1,2,-2,-2,-1,-1,0,0,737,0.2,1094,-21,19
1,-22,1,-1,3,-3,4,1,1,0,0,1891,0,603,19,-3
0,4,2,-1,-4,4,-6,-1,-1,0,0,-3130,-0.6,-2448,-42,6
1,-5,0,1,1,-1,3,1,1,0,0,147,-0.4,-1425,-13,-14
1,57,1,1,4,-4,2,1,1,0,0,687,-0.2,563,-5,-18
0,73,0,-1,-6,6,-6,-1,-1,0,0,-3180,-1.2,-3196,17,-5
0,-31,2,-1,-1,1,-1,-2,-1,-1,0,-144,-0.2,-867,21,-16
0,20,1,-1,-7,7,-4,0,1,-1,-1,-6374,-1.2,-4421,-67,-15
0,-8,2,1,-1,1,-5,-2,-1,-1,0,-947,0,-1040,-26,3
1,0,-3,-1,-3,3,-4,0,0,0,0,-3074,-0.8,-2611,-36,-17
1,1,1,1,6,-6,2,1,1,0,0,2098,0,1150,-7,9
1,-1,3,-1,-1,1,4,-1,-1,0,0,-1270,-0.4,-2363,-73,-4
1,-1,-5,-1,-2,2,-2,-1,-1,0,0,-2089,-0.6,-2275,-49,4
1,-1,1,1,8,-8,7,0,0,0,0,3404,0.4,2513,27,1
1,1,-3,1,-4,4,4,0,-1,1,0,-206,-0.2,-1476,-38,6
1,0,3,1,2,-2,1,2,1,1,0,1396,0.2,2369,69,-13
0,-101,-2,1,-2,2,-3,-1,-1,0,0,-2475,-0.6,-3608,-74,-8
1,-3,-1,-1,-3,3,1,-1,-1,0,0,-2111,-0.2,-1385,-59,-25
0,1,-2,-1,0,0,1,-1,-1,0,0,-375,0.2,-547,-17,-9
0,80,-2,1,-3,3,-5,1,1,0,0,-1942,-0.4,-2662,-31,-4
1,8,3,-1,-2,2,-2,1,1,0,0,-426,-0.2,-323,-3,11
0,3,1,-1,-4,4,-5,1,1,0,0,-2794,-0.6,-2688,-60,-21
0,-2,-1,1,-10,10,-11,-1,-1,0,0,-7218,-1.4,-5853,-76,-25
0,-6,1,1,4,-4,2,-2,-1,-1,0,1175,0.4,963,5,-23
0,-92,3,1,-2,2,-2,-1,-1,0,0,-1420,0,-1415,8,-16
0,-1,2,1,-1,1,-3,-1,-1,0,0,-265,-0.2,-872,10,-13
1,0,0,1,-5,5,-6,-1,-1,0,0,-797,-0.2,-532,46,-9
1,55,0,-1,5,-5,14,0,1,-1,0,3201,0.2,2000,40,-21
0,-2,0,1,-1,1,-6,-1,-1,0,0,-632,0,675,12,-9
1,3,1,1,5,-5,2,-1,-1,0,0,2493,0.4,1826,18,15
1,3,-1,-1,5,-5,-2,0,-1,1,0,3158,0.6,2594,68,-9
0,-18,-1,-1,-1,1,2,-2,-1,-1,0,-1127,-0.4,-1496,-13,-9
0,-38,2,1,2,-2,-2,0,0,0,0,-296,0.2,872,-51,11
1,20,1,-1,-4,4,-6,-1,-1,0,0,-1473,0,-29,0,11
0,-40,-1,1,1,-1,0,-1,-1,0,0,810,0.2,98,6,-12
1,26,-1,-1,-3,3,-7,-2,-1,-1,0,-180,0.2,-102,-7,4
1,0,-1,-1,-2,2,-2,-1,-1,0,0,-839,-0.2,63,4,0
1,-26,3,-1,3,-3,-1,0,-1,1,0,1030,0.4,914,26,4
1,0,0,-1,-1,1,-3,1,1,0,0,-885,-0.2,180,1,18
0,3,0,1,2,-2,9,0,1,-1,0,186,-0.2,-741,-6,-6
0,-1,-1,-1,-6,6,-10,-2,-1,-1,-1,-3702,-0.2,-1251,-31,15
1,-39,1,1,4,-4,1,0,-1,1,0,3479,0.8,2657,24,-7
0,-6,1,1,-6,6,-10,-2,-1,-1,-1,-4991,-0.8,-3526,-4,-5
0,-77,1,1,-3,3,-6,1,1,0,0,-2543,0.2,-538,-20,21
1,16,3,1,4,-4,4,0,0,0,0,1729,0.4,2306,3,19
0,-5,2,1,-2,2,0,-1,-1,0,0,-1964,-0.8,-3104,-13,-40
0,-1,-2,-1,-2,2,0,1,1,0,0,-1231,0,-908,-29,-4
0,8,-3,-1,-1,1,0,0,0,0,0,-445,0,141,8,3
0,22,-2,-1,1,-1,-2,1,1,0,0,857,0,961,33,-3
0,-3,0,1,-6,6,-5,0,0,0,0,-2959,-0.4,-2726,-13,-10
0,22,-1,1,-1,1,1,0,0,0,0,-1593,-0.4,-1157,-63,11
0,21,1,-1,-3,3,-6,-1,-1,0,0,-1441,0.2,55,35,-19
1,-37,-3,1,1,-1,-2,1,1,0,0,-292,-0.2,-440,-4,4
0,-3,1,-1,4,-4,9,0,0,0,0,814,-0.2,82,-23,-18
1,-10,4,-1,0,0,5,0,1,-1,-1,225,-0.2,-216,-30,0
1,-9,-1,1,2,-2,-1,0,0,0,0,2481,0.2,1470,23,28
0,19,1,1,3,-3,4,0,0,0,0,1116,0,1050,-6,11
0,1,-1,1,-5,5,-6,-1,-1,0,0,-3519,-1,-4275,-26,-17
0,-2,-2,1,3,-3,-1,-1,-1,0,0,1124,0.2,1058,-7,2
1,-90,3,1,2,-2,4,1,0,1,1,2486,0.6,2148,-8,11
0,2,1,1,6,-6,13,2,1,1,0,3373,0.4,1784,23,13
0,23,-1,-1,-5,5,-7,0,0,0,0,-2595,-0.4,-1917,-13,-12
1,173,2,-1,-3,3,-2,0,0,0,0,-590,0.4,527,-18,4
1,-9,-1,1,5,-5,5,0,0,0,0,3257,0.8,2138,17,4
1,1,1,1,3,-3,0,0,-1,1,0,2610,0.4,1716,54,8
0,-65,2,-1,-2,2,-3,-1,-1,0,0,-1297,0,-856,-8,8
1,13,-2,1,0,0,-9,-1,0,-1,0,-482,0.2,668,28,-1
1,1,-1,1,-2,2,-5,0,-1,1,1,-1237,0,753,-16,-16
0,1,1,-1,-6,6,-6,0,-1,1,-2,-5335,-0.4,-1002,-72,10
1,1,-3,1,-2,2,-1,1,1,0,0,-1896,-0.4,-2216,-21,-11
1,-21,0,1,6,-6,7,-1,-1,0,0,1594,0,477,-58,-11
1,-20,6,1,1,-1,4,-1,-1,0,0,1989,0.2,1106,16,0
1,-3,2,-1,5,-5,9,1,0,1,0,3467,1.2,3958,17,28
0,2,-1,1,-5,5,-3,0,-1,1,0,-2267,-0.8,-2546,-20,-19
0,9,-2,1,-2,2,-5,-1,0,-1,0,-1739,-0.2,-826,-34,-4
